repo,tag,last_update
nvidia/cuda,9.2-base-centos6,2019-05-30 23:03:08
nvidia/cuda,9.2-base-centos7,2022-01-06 20:42:18
nvidia/cuda,9.2-base-ubi7,2022-01-06 20:56:10
nvidia/cuda,9.2-base-ubuntu16.04,2022-01-06 20:40:09
nvidia/cuda,9.2-base-ubuntu18.04,2022-01-06 20:52:04
nvidia/cuda,9.2-cudnn7-devel,2021-07-02 07:14:50
nvidia/cuda,9.2-cudnn7-devel-centos6,2019-05-30 22:44:00
nvidia/cuda,9.2-cudnn7-devel-centos7,2022-01-06 20:41:48
nvidia/cuda,9.2-cudnn7-devel-ubi7,2022-01-06 20:54:49
nvidia/cuda,9.2-cudnn7-devel-ubuntu16.04,2022-01-06 20:39:55
nvidia/cuda,9.2-cudnn7-devel-ubuntu18.04,2022-01-06 20:51:47
nvidia/cuda,9.2-cudnn7-runtime,2021-07-02 07:14:25
nvidia/cuda,9.2-cudnn7-runtime-centos6,2019-05-30 22:53:37
nvidia/cuda,9.2-cudnn7-runtime-centos7,2022-01-06 20:42:03
nvidia/cuda,9.2-cudnn7-runtime-ubi7,2022-01-06 20:55:26
nvidia/cuda,9.2-cudnn7-runtime-ubuntu16.04,2022-01-06 20:40:00
nvidia/cuda,9.2-cudnn7-runtime-ubuntu18.04,2022-01-06 20:51:57
nvidia/cuda,9.2-devel,2021-07-02 07:17:03
nvidia/cuda,9.2-devel-centos6,2019-05-30 22:58:42
nvidia/cuda,9.2-devel-centos7,2022-01-06 20:43:29
nvidia/cuda,9.2-devel-ubi7,2022-01-06 20:58:17
nvidia/cuda,9.2-devel-ubuntu16.04,2022-01-06 20:40:18
nvidia/cuda,9.2-devel-ubuntu18.04,2022-01-06 20:53:00
nvidia/cuda,9.2-runtime,2021-07-02 07:16:37
nvidia/cuda,9.2-runtime-centos6,2019-05-30 23:01:49
nvidia/cuda,9.2-runtime-centos7,2022-01-06 20:42:33
nvidia/cuda,9.2-runtime-ubi7,2022-01-06 20:57:06
nvidia/cuda,9.2-runtime-ubuntu16.04,2022-01-06 20:40:13
nvidia/cuda,9.2-runtime-ubuntu18.04,2022-01-06 20:52:11
